,date,continent,location,human_development_index
2402,2022Q2,South America,Colombia,69.797
2403,2022Q2,South America,Ecuador,69.069
2404,2022Q2,South America,Falkland Islands,0.0
2405,2022Q2,South America,French Guiana,0.0
2406,2022Q2,South America,Guyana,62.062000000000005
2407,2022Q2,South America,Paraguay,66.248
2408,2022Q2,South America,Peru,70.70700000000001
2409,2022Q2,South America,Suriname,67.158
2410,2022Q2,South America,Uruguay,74.347
2411,2022Q2,South America,Venezuela,64.701
2412,2022Q3,Africa,Algeria,68.816
2413,2022Q3,Africa,Angola,53.452
2414,2022Q3,Africa,Benin,50.14
2415,2022Q3,Africa,Botswana,67.62
2416,2022Q3,Africa,Burkina Faso,41.584
2417,2022Q3,Africa,Burundi,39.836
2418,2022Q3,Africa,Cameroon,51.79599999999999
2419,2022Q3,Africa,Cape Verde,61.18000000000001
2420,2022Q3,Africa,Central African Republic,36.524
2421,2022Q3,Africa,Chad,36.616
2422,2022Q3,Africa,Comoros,50.968
2423,2022Q3,Africa,Congo,52.80799999999999
2424,2022Q3,Africa,Cote d'Ivoire,49.496
2425,2022Q3,Africa,Democratic Republic of Congo,44.16
2426,2022Q3,Africa,Djibouti,48.208
2427,2022Q3,Africa,Egypt,65.044
2428,2022Q3,Africa,Equatorial Guinea,54.464
2429,2022Q3,Africa,Eritrea,42.228
2430,2022Q3,Africa,Eswatini,56.211999999999996
2431,2022Q3,Africa,Ethiopia,44.62
2432,2022Q3,Africa,Gabon,64.676
2433,2022Q3,Africa,Gambia,45.632
2434,2022Q3,Africa,Ghana,56.211999999999996
2435,2022Q3,Africa,Guinea,43.884
2436,2022Q3,Africa,Guinea-Bissau,44.16
2437,2022Q3,Africa,Kenya,55.292
2438,2022Q3,Africa,Lesotho,48.484
2439,2022Q3,Africa,Liberia,44.16
2440,2022Q3,Africa,Libya,66.608
2441,2022Q3,Africa,Madagascar,48.576
2442,2022Q3,Africa,Malawi,44.436
2443,2022Q3,Africa,Mali,39.928
2444,2022Q3,Africa,Mauritania,50.232000000000006
2445,2022Q3,Africa,Mauritius,73.968
2446,2022Q3,Africa,Mayotte,0.0
2447,2022Q3,Africa,Morocco,63.112
2448,2022Q3,Africa,Mozambique,41.952
2449,2022Q3,Africa,Namibia,59.432
2450,2022Q3,Africa,Niger,36.248000000000005
2451,2022Q3,Africa,Nigeria,49.588
2452,2022Q3,Africa,Reunion,0.0
2453,2022Q3,Africa,Rwanda,49.956
2454,2022Q3,Africa,Saint Helena,0.0
2455,2022Q3,Africa,Sao Tome and Principe,57.5
2456,2022Q3,Africa,Senegal,47.104
2457,2022Q3,Africa,Seychelles,73.232
2458,2022Q3,Africa,Sierra Leone,41.584
2459,2022Q3,Africa,Somalia,0.0
2460,2022Q3,Africa,South Africa,65.228
2461,2022Q3,Africa,South Sudan,39.836
2462,2022Q3,Africa,Sudan,46.92
2463,2022Q3,Africa,Tanzania,48.668
2464,2022Q3,Africa,Togo,47.38
2465,2022Q3,Africa,Tunisia,68.08
2466,2022Q3,Africa,Uganda,50.048
2467,2022Q3,Africa,Zambia,53.727999999999994
2468,2022Q3,Africa,Zimbabwe,52.532
2469,2022Q3,Asia,Afghanistan,47.012
2470,2022Q3,Asia,Armenia,71.392
2471,2022Q3,Asia,Azerbaijan,69.552
2472,2022Q3,Asia,Bahrain,78.384
2473,2022Q3,Asia,Bangladesh,58.144
2474,2022Q3,Asia,Bhutan,60.168
2475,2022Q3,Asia,Brunei,77.096
2476,2022Q3,Asia,Cambodia,54.647999999999996
2477,2022Q3,Asia,China,70.012
2478,2022Q3,Asia,Georgia,74.70400000000001
2479,2022Q3,Asia,Hong Kong,87.30799999999999
2480,2022Q3,Asia,India,59.34
2481,2022Q3,Asia,Indonesia,66.056
2482,2022Q3,Asia,Iran,72.036
2483,2022Q3,Asia,Iraq,62.008
2484,2022Q3,Asia,Israel,84.548
2485,2022Q3,Asia,Japan,84.548
2486,2022Q3,Asia,Jordan,67.068
2487,2022Q3,Asia,Kazakhstan,75.89999999999999
2488,2022Q3,Asia,Kuwait,74.152
2489,2022Q3,Asia,Kyrgyzstan,64.124
2490,2022Q3,Asia,Laos,56.396
2491,2022Q3,Asia,Lebanon,68.448
2492,2022Q3,Asia,Macao,0.0
2493,2022Q3,Asia,Malaysia,74.52000000000001
2494,2022Q3,Asia,Maldives,68.08
2495,2022Q3,Asia,Mongolia,67.804
2496,2022Q3,Asia,Myanmar,53.635999999999996
2497,2022Q3,Asia,Nepal,55.384
2498,2022Q3,Asia,North Korea,0.0
2499,2022Q3,Asia,Northern Cyprus,0.0
2500,2022Q3,Asia,Oman,74.79599999999999
2501,2022Q3,Asia,Pakistan,51.24400000000001
2502,2022Q3,Asia,Palestine,65.136
2503,2022Q3,Asia,Philippines,66.056
2504,2022Q3,Asia,Qatar,78.01599999999999
2505,2022Q3,Asia,Saudi Arabia,78.568
2506,2022Q3,Asia,Singapore,86.29599999999999
2507,2022Q3,Asia,South Korea,84.272
2508,2022Q3,Asia,Sri Lanka,71.944
2509,2022Q3,Asia,Syria,52.163999999999994
2510,2022Q3,Asia,Taiwan,0.0
2511,2022Q3,Asia,Tajikistan,61.456
2512,2022Q3,Asia,Thailand,71.48400000000001
2513,2022Q3,Asia,Timor,55.751999999999995
2514,2022Q3,Asia,Turkey,75.44
2515,2022Q3,Asia,Turkmenistan,65.78
2516,2022Q3,Asia,United Arab Emirates,81.88
2517,2022Q3,Asia,Uzbekistan,66.24
2518,2022Q3,Asia,Vietnam,64.768
2519,2022Q3,Asia,Yemen,43.239999999999995
2520,2022Q3,Europe,Albania,73.14
2521,2022Q3,Europe,Andorra,79.856
2522,2022Q3,Europe,Austria,84.824
2523,2022Q3,Europe,Belarus,75.716
2524,2022Q3,Europe,Belgium,85.652
2525,2022Q3,Europe,Bosnia and Herzegovina,71.76
2526,2022Q3,Europe,Bulgaria,75.07199999999999
2527,2022Q3,Europe,Croatia,78.292
2528,2022Q3,Europe,Cyprus,81.604
2529,2022Q3,Europe,Czechia,82.8
2530,2022Q3,Europe,Denmark,86.47999999999999
2531,2022Q3,Europe,England,0.0
2532,2022Q3,Europe,Estonia,82.06400000000001
2533,2022Q3,Europe,Faeroe Islands,0.0
2534,2022Q3,Europe,Finland,86.29599999999999
2535,2022Q3,Europe,France,82.892
2536,2022Q3,Europe,Germany,87.124
2537,2022Q3,Europe,Gibraltar,0.0
2538,2022Q3,Europe,Greece,81.696
2539,2022Q3,Europe,Guernsey,0.0
2540,2022Q3,Europe,Hungary,78.568
2541,2022Q3,Europe,Iceland,87.30799999999999
2542,2022Q3,Europe,Ireland,87.86
2543,2022Q3,Europe,Isle of Man,0.0
2544,2022Q3,Europe,Italy,82.06400000000001
2545,2022Q3,Europe,Jersey,0.0
2546,2022Q3,Europe,Kosovo,0.0
2547,2022Q3,Europe,Latvia,79.672
2548,2022Q3,Europe,Liechtenstein,84.548
2549,2022Q3,Europe,Lithuania,81.144
2550,2022Q3,Europe,Luxembourg,84.272
2551,2022Q3,Europe,Malta,82.34
2552,2022Q3,Europe,Moldova,69.0
2553,2022Q3,Europe,Monaco,0.0
2554,2022Q3,Europe,Montenegro,76.268
2555,2022Q3,Europe,Netherlands,86.848
2556,2022Q3,Europe,North Macedonia,71.208
2557,2022Q3,Europe,Northern Ireland,0.0
2558,2022Q3,Europe,Norway,88.044
2559,2022Q3,Europe,Poland,80.96
2560,2022Q3,Europe,Portugal,79.488
2561,2022Q3,Europe,Romania,76.176
2562,2022Q3,Europe,Russia,75.80799999999999
2563,2022Q3,Europe,San Marino,0.0
2564,2022Q3,Europe,Scotland,0.0
2565,2022Q3,Europe,Serbia,74.152
2566,2022Q3,Europe,Slovakia,79.12
2567,2022Q3,Europe,Slovenia,84.364
2568,2022Q3,Europe,Spain,83.168
2569,2022Q3,Europe,Sweden,86.94
2570,2022Q3,Europe,Switzerland,87.86
2571,2022Q3,Europe,Ukraine,71.668
2572,2022Q3,Europe,United Kingdom,85.744
2573,2022Q3,Europe,Vatican,0.0
2574,2022Q3,Europe,Wales,0.0
2575,2022Q3,North America,Anguilla,0.0
2576,2022Q3,North America,Antigua and Barbuda,71.57600000000001
2577,2022Q3,North America,Aruba,0.0
2578,2022Q3,North America,Bahamas,74.88799999999999
2579,2022Q3,North America,Barbados,74.88799999999999
2580,2022Q3,North America,Belize,65.872
2581,2022Q3,North America,Bermuda,0.0
2582,2022Q3,North America,Bonaire Sint Eustatius and Saba,0.0
2583,2022Q3,North America,British Virgin Islands,0.0
2584,2022Q3,North America,Canada,85.468
2585,2022Q3,North America,Cayman Islands,0.0
2586,2022Q3,North America,Costa Rica,74.52000000000001
2587,2022Q3,North America,Cuba,72.036
2588,2022Q3,North America,Curacao,0.0
2589,2022Q3,North America,Dominica,68.264
2590,2022Q3,North America,Dominican Republic,69.552
2591,2022Q3,North America,El Salvador,61.916000000000004
2592,2022Q3,North America,Greenland,0.0
2593,2022Q3,North America,Grenada,71.668
2594,2022Q3,North America,Guadeloupe,0.0
2595,2022Q3,North America,Guatemala,60.996
2596,2022Q3,North America,Haiti,46.92
2597,2022Q3,North America,Honduras,58.328
2598,2022Q3,North America,Jamaica,67.52799999999999
2599,2022Q3,North America,Martinique,0.0
2600,2022Q3,North America,Mexico,71.668
2601,2022Q3,North America,Montserrat,0.0
2602,2022Q3,North America,Nicaragua,60.720000000000006
2603,2022Q3,North America,Panama,74.97999999999999
2604,2022Q3,North America,Puerto Rico,0.0
2605,2022Q3,North America,Saint Barthelemy,0.0
2606,2022Q3,North America,Saint Kitts and Nevis,71.668
2607,2022Q3,North America,Saint Lucia,69.828
2608,2022Q3,North America,Saint Martin (French part),0.0
2609,2022Q3,North America,Saint Pierre and Miquelon,0.0
2610,2022Q3,North America,Saint Vincent and the Grenadines,67.896
2611,2022Q3,North America,Sint Maarten (Dutch part),0.0
2612,2022Q3,North America,Trinidad and Tobago,73.232
2613,2022Q3,North America,Turks and Caicos Islands,0.0
2614,2022Q3,North America,United States,85.19200000000001
2615,2022Q3,North America,United States Virgin Islands,0.0
2616,2022Q3,Oceania,American Samoa,0.0
2617,2022Q3,Oceania,Australia,86.848
2618,2022Q3,Oceania,Cook Islands,0.0
2619,2022Q3,Oceania,Fiji,68.356
2620,2022Q3,Oceania,French Polynesia,0.0
2621,2022Q3,Oceania,Guam,0.0
2622,2022Q3,Oceania,Kiribati,57.96
2623,2022Q3,Oceania,Marshall Islands,64.768
2624,2022Q3,Oceania,Micronesia (country),57.04
2625,2022Q3,Oceania,Nauru,0.0
2626,2022Q3,Oceania,New Caledonia,0.0
2627,2022Q3,Oceania,New Zealand,85.652
2628,2022Q3,Oceania,Niue,0.0
2629,2022Q3,Oceania,Northern Mariana Islands,0.0
2630,2022Q3,Oceania,Palau,75.99199999999999
2631,2022Q3,Oceania,Papua New Guinea,51.06
2632,2022Q3,Oceania,Pitcairn,0.0
2633,2022Q3,Oceania,Samoa,65.78
2634,2022Q3,Oceania,Solomon Islands,52.163999999999994
2635,2022Q3,Oceania,Tokelau,0.0
2636,2022Q3,Oceania,Tonga,66.7
2637,2022Q3,Oceania,Tuvalu,0.0
2638,2022Q3,Oceania,Vanuatu,56.028
2639,2022Q3,Oceania,Wallis and Futuna,0.0
2640,2022Q3,South America,Argentina,77.74
2641,2022Q3,South America,Bolivia,66.056
2642,2022Q3,South America,Brazil,70.38
2643,2022Q3,South America,Chile,78.292
2644,2022Q3,South America,Colombia,70.56400000000001
2645,2022Q3,South America,Ecuador,69.828
2646,2022Q3,South America,Falkland Islands,0.0
2647,2022Q3,South America,French Guiana,0.0
2648,2022Q3,South America,Guyana,62.74400000000001
2649,2022Q3,South America,Paraguay,66.976
2650,2022Q3,South America,Peru,71.48400000000001
2651,2022Q3,South America,Suriname,67.896
2652,2022Q3,South America,Uruguay,75.164
2653,2022Q3,South America,Venezuela,65.41199999999999
2654,2022Q4,Africa,Algeria,68.816
2655,2022Q4,Africa,Angola,53.452
2656,2022Q4,Africa,Benin,50.14
2657,2022Q4,Africa,Botswana,67.62
2658,2022Q4,Africa,Burkina Faso,41.584
2659,2022Q4,Africa,Burundi,39.836
2660,2022Q4,Africa,Cameroon,51.79599999999999
2661,2022Q4,Africa,Cape Verde,61.18000000000001
2662,2022Q4,Africa,Central African Republic,36.524
2663,2022Q4,Africa,Chad,36.616
2664,2022Q4,Africa,Comoros,50.968
2665,2022Q4,Africa,Congo,52.80799999999999
2666,2022Q4,Africa,Cote d'Ivoire,49.496
2667,2022Q4,Africa,Democratic Republic of Congo,44.16
2668,2022Q4,Africa,Djibouti,48.208
2669,2022Q4,Africa,Egypt,65.044
2670,2022Q4,Africa,Equatorial Guinea,54.464
2671,2022Q4,Africa,Eritrea,42.228
2672,2022Q4,Africa,Eswatini,56.211999999999996
2673,2022Q4,Africa,Ethiopia,44.62
2674,2022Q4,Africa,Gabon,64.676
2675,2022Q4,Africa,Gambia,45.632
2676,2022Q4,Africa,Ghana,56.211999999999996
2677,2022Q4,Africa,Guinea,43.884
2678,2022Q4,Africa,Guinea-Bissau,44.16
2679,2022Q4,Africa,Kenya,55.292
2680,2022Q4,Africa,Lesotho,48.484
2681,2022Q4,Africa,Liberia,44.16
2682,2022Q4,Africa,Libya,66.608
2683,2022Q4,Africa,Madagascar,48.576
2684,2022Q4,Africa,Malawi,44.436
2685,2022Q4,Africa,Mali,39.928
2686,2022Q4,Africa,Mauritania,50.232000000000006
2687,2022Q4,Africa,Mauritius,73.968
2688,2022Q4,Africa,Mayotte,0.0
2689,2022Q4,Africa,Morocco,63.112
2690,2022Q4,Africa,Mozambique,41.952
2691,2022Q4,Africa,Namibia,59.432
2692,2022Q4,Africa,Niger,36.248000000000005
2693,2022Q4,Africa,Nigeria,49.588
2694,2022Q4,Africa,Reunion,0.0
2695,2022Q4,Africa,Rwanda,49.956
2696,2022Q4,Africa,Saint Helena,0.0
2697,2022Q4,Africa,Sao Tome and Principe,57.5
2698,2022Q4,Africa,Senegal,47.104
2699,2022Q4,Africa,Seychelles,73.232
2700,2022Q4,Africa,Sierra Leone,41.584
2701,2022Q4,Africa,Somalia,0.0
2702,2022Q4,Africa,South Africa,65.228
2703,2022Q4,Africa,South Sudan,39.836
2704,2022Q4,Africa,Sudan,46.92
2705,2022Q4,Africa,Tanzania,48.668
2706,2022Q4,Africa,Togo,47.38
2707,2022Q4,Africa,Tunisia,68.08
2708,2022Q4,Africa,Uganda,50.048
2709,2022Q4,Africa,Zambia,53.727999999999994
2710,2022Q4,Africa,Zimbabwe,52.532
2711,2022Q4,Asia,Afghanistan,47.012
2712,2022Q4,Asia,Armenia,71.392
2713,2022Q4,Asia,Azerbaijan,69.552
2714,2022Q4,Asia,Bahrain,78.384
2715,2022Q4,Asia,Bangladesh,58.144
2716,2022Q4,Asia,Bhutan,60.168
2717,2022Q4,Asia,Brunei,77.096
2718,2022Q4,Asia,Cambodia,54.647999999999996
2719,2022Q4,Asia,China,70.012
2720,2022Q4,Asia,Georgia,74.70400000000001
2721,2022Q4,Asia,Hong Kong,87.30799999999999
2722,2022Q4,Asia,India,59.34
2723,2022Q4,Asia,Indonesia,66.056
2724,2022Q4,Asia,Iran,72.036
2725,2022Q4,Asia,Iraq,62.008
2726,2022Q4,Asia,Israel,84.548
2727,2022Q4,Asia,Japan,84.548
2728,2022Q4,Asia,Jordan,67.068
2729,2022Q4,Asia,Kazakhstan,75.89999999999999
2730,2022Q4,Asia,Kuwait,74.152
2731,2022Q4,Asia,Kyrgyzstan,64.124
2732,2022Q4,Asia,Laos,56.396
2733,2022Q4,Asia,Lebanon,68.448
2734,2022Q4,Asia,Macao,0.0
2735,2022Q4,Asia,Malaysia,74.52000000000001
2736,2022Q4,Asia,Maldives,68.08
2737,2022Q4,Asia,Mongolia,67.804
2738,2022Q4,Asia,Myanmar,53.635999999999996
2739,2022Q4,Asia,Nepal,55.384
2740,2022Q4,Asia,North Korea,0.0
2741,2022Q4,Asia,Northern Cyprus,0.0
2742,2022Q4,Asia,Oman,74.79599999999999
2743,2022Q4,Asia,Pakistan,51.24400000000001
2744,2022Q4,Asia,Palestine,65.136
2745,2022Q4,Asia,Philippines,66.056
2746,2022Q4,Asia,Qatar,78.01599999999999
2747,2022Q4,Asia,Saudi Arabia,78.568
2748,2022Q4,Asia,Singapore,86.29599999999999
2749,2022Q4,Asia,South Korea,84.272
2750,2022Q4,Asia,Sri Lanka,71.944
2751,2022Q4,Asia,Syria,52.163999999999994
2752,2022Q4,Asia,Taiwan,0.0
2753,2022Q4,Asia,Tajikistan,61.456
2754,2022Q4,Asia,Thailand,71.48400000000001
2755,2022Q4,Asia,Timor,55.751999999999995
2756,2022Q4,Asia,Turkey,75.44
2757,2022Q4,Asia,Turkmenistan,65.78
2758,2022Q4,Asia,United Arab Emirates,81.88
2759,2022Q4,Asia,Uzbekistan,66.24
2760,2022Q4,Asia,Vietnam,64.768
2761,2022Q4,Asia,Yemen,43.239999999999995
2762,2022Q4,Europe,Albania,73.14
2763,2022Q4,Europe,Andorra,79.856
2764,2022Q4,Europe,Austria,84.824
2765,2022Q4,Europe,Belarus,75.716
2766,2022Q4,Europe,Belgium,85.652
2767,2022Q4,Europe,Bosnia and Herzegovina,71.76
2768,2022Q4,Europe,Bulgaria,75.07199999999999
2769,2022Q4,Europe,Croatia,78.292
2770,2022Q4,Europe,Cyprus,81.604
2771,2022Q4,Europe,Czechia,82.8
2772,2022Q4,Europe,Denmark,86.47999999999999
2773,2022Q4,Europe,England,0.0
2774,2022Q4,Europe,Estonia,82.06400000000001
2775,2022Q4,Europe,Faeroe Islands,0.0
2776,2022Q4,Europe,Finland,86.29599999999999
2777,2022Q4,Europe,France,82.892
2778,2022Q4,Europe,Germany,87.124
2779,2022Q4,Europe,Gibraltar,0.0
2780,2022Q4,Europe,Greece,81.696
2781,2022Q4,Europe,Guernsey,0.0
2782,2022Q4,Europe,Hungary,78.568
2783,2022Q4,Europe,Iceland,87.30799999999999
2784,2022Q4,Europe,Ireland,87.86
2785,2022Q4,Europe,Isle of Man,0.0
2786,2022Q4,Europe,Italy,82.06400000000001
2787,2022Q4,Europe,Jersey,0.0
2788,2022Q4,Europe,Kosovo,0.0
2789,2022Q4,Europe,Latvia,79.672
2790,2022Q4,Europe,Liechtenstein,84.548
2791,2022Q4,Europe,Lithuania,81.144
2792,2022Q4,Europe,Luxembourg,84.272
2793,2022Q4,Europe,Malta,82.34
2794,2022Q4,Europe,Moldova,69.0
2795,2022Q4,Europe,Monaco,0.0
2796,2022Q4,Europe,Montenegro,76.268
2797,2022Q4,Europe,Netherlands,86.848
2798,2022Q4,Europe,North Macedonia,71.208
2799,2022Q4,Europe,Northern Ireland,0.0
2800,2022Q4,Europe,Norway,88.044
2801,2022Q4,Europe,Poland,80.96
2802,2022Q4,Europe,Portugal,79.488
2803,2022Q4,Europe,Romania,76.176
2804,2022Q4,Europe,Russia,75.80799999999999
2805,2022Q4,Europe,San Marino,0.0
2806,2022Q4,Europe,Scotland,0.0
2807,2022Q4,Europe,Serbia,74.152
2808,2022Q4,Europe,Slovakia,79.12
2809,2022Q4,Europe,Slovenia,84.364
2810,2022Q4,Europe,Spain,83.168
2811,2022Q4,Europe,Sweden,86.94
2812,2022Q4,Europe,Switzerland,87.86
2813,2022Q4,Europe,Ukraine,71.668
2814,2022Q4,Europe,United Kingdom,85.744
2815,2022Q4,Europe,Vatican,0.0
2816,2022Q4,Europe,Wales,0.0
2817,2022Q4,North America,Anguilla,0.0
2818,2022Q4,North America,Antigua and Barbuda,71.57600000000001
2819,2022Q4,North America,Aruba,0.0
2820,2022Q4,North America,Bahamas,74.88799999999999
2821,2022Q4,North America,Barbados,74.88799999999999
2822,2022Q4,North America,Belize,65.872
2823,2022Q4,North America,Bermuda,0.0
2824,2022Q4,North America,Bonaire Sint Eustatius and Saba,0.0
2825,2022Q4,North America,British Virgin Islands,0.0
2826,2022Q4,North America,Canada,85.468
2827,2022Q4,North America,Cayman Islands,0.0
2828,2022Q4,North America,Costa Rica,74.52000000000001
2829,2022Q4,North America,Cuba,72.036
2830,2022Q4,North America,Curacao,0.0
2831,2022Q4,North America,Dominica,68.264
2832,2022Q4,North America,Dominican Republic,69.552
2833,2022Q4,North America,El Salvador,61.916000000000004
2834,2022Q4,North America,Greenland,0.0
2835,2022Q4,North America,Grenada,71.668
2836,2022Q4,North America,Guadeloupe,0.0
2837,2022Q4,North America,Guatemala,60.996
2838,2022Q4,North America,Haiti,46.92
2839,2022Q4,North America,Honduras,58.328
2840,2022Q4,North America,Jamaica,67.52799999999999
2841,2022Q4,North America,Martinique,0.0
2842,2022Q4,North America,Mexico,71.668
2843,2022Q4,North America,Montserrat,0.0
2844,2022Q4,North America,Nicaragua,60.720000000000006
2845,2022Q4,North America,Panama,74.97999999999999
2846,2022Q4,North America,Puerto Rico,0.0
2847,2022Q4,North America,Saint Barthelemy,0.0
2848,2022Q4,North America,Saint Kitts and Nevis,71.668
2849,2022Q4,North America,Saint Lucia,69.828
2850,2022Q4,North America,Saint Martin (French part),0.0
2851,2022Q4,North America,Saint Pierre and Miquelon,0.0
2852,2022Q4,North America,Saint Vincent and the Grenadines,67.896
2853,2022Q4,North America,Sint Maarten (Dutch part),0.0
2854,2022Q4,North America,Trinidad and Tobago,73.232
2855,2022Q4,North America,Turks and Caicos Islands,0.0
2856,2022Q4,North America,United States,85.19200000000001
2857,2022Q4,North America,United States Virgin Islands,0.0
2858,2022Q4,Oceania,American Samoa,0.0
2859,2022Q4,Oceania,Australia,86.848
2860,2022Q4,Oceania,Cook Islands,0.0
2861,2022Q4,Oceania,Fiji,68.356
2862,2022Q4,Oceania,French Polynesia,0.0
2863,2022Q4,Oceania,Guam,0.0
2864,2022Q4,Oceania,Kiribati,57.96
2865,2022Q4,Oceania,Marshall Islands,64.768
2866,2022Q4,Oceania,Micronesia (country),57.04
2867,2022Q4,Oceania,Nauru,0.0
2868,2022Q4,Oceania,New Caledonia,0.0
2869,2022Q4,Oceania,New Zealand,85.652
2870,2022Q4,Oceania,Niue,0.0
2871,2022Q4,Oceania,Northern Mariana Islands,0.0
2872,2022Q4,Oceania,Palau,75.99199999999999
2873,2022Q4,Oceania,Papua New Guinea,51.06
2874,2022Q4,Oceania,Pitcairn,0.0
2875,2022Q4,Oceania,Samoa,65.78
2876,2022Q4,Oceania,Solomon Islands,52.163999999999994
2877,2022Q4,Oceania,Tokelau,0.0
2878,2022Q4,Oceania,Tonga,66.7
2879,2022Q4,Oceania,Tuvalu,0.0
2880,2022Q4,Oceania,Vanuatu,56.028
2881,2022Q4,Oceania,Wallis and Futuna,0.0
2882,2022Q4,South America,Argentina,77.74
2883,2022Q4,South America,Bolivia,66.056
2884,2022Q4,South America,Brazil,70.38
2885,2022Q4,South America,Chile,78.292
2886,2022Q4,South America,Colombia,70.56400000000001
2887,2022Q4,South America,Ecuador,69.828
2888,2022Q4,South America,Falkland Islands,0.0
2889,2022Q4,South America,French Guiana,0.0
2890,2022Q4,South America,Guyana,62.74400000000001
2891,2022Q4,South America,Paraguay,66.976
2892,2022Q4,South America,Peru,71.48400000000001
2893,2022Q4,South America,Suriname,67.896
2894,2022Q4,South America,Uruguay,75.164
2895,2022Q4,South America,Venezuela,65.41199999999999
2896,2023Q1,Africa,Algeria,67.32
2897,2023Q1,Africa,Angola,52.29
2898,2023Q1,Africa,Benin,49.050000000000004
2899,2023Q1,Africa,Botswana,66.15
2900,2023Q1,Africa,Burkina Faso,40.68
2901,2023Q1,Africa,Burundi,38.97
2902,2023Q1,Africa,Cameroon,50.669999999999995
2903,2023Q1,Africa,Cape Verde,59.85
2904,2023Q1,Africa,Central African Republic,35.730000000000004
2905,2023Q1,Africa,Chad,35.82
2906,2023Q1,Africa,Comoros,49.86000000000001
2907,2023Q1,Africa,Congo,51.66
2908,2023Q1,Africa,Cote d'Ivoire,48.42
2909,2023Q1,Africa,Democratic Republic of Congo,43.199999999999996
2910,2023Q1,Africa,Djibouti,47.160000000000004
2911,2023Q1,Africa,Egypt,63.629999999999995
2912,2023Q1,Africa,Equatorial Guinea,53.279999999999994
2913,2023Q1,Africa,Eritrea,41.31
2914,2023Q1,Africa,Eswatini,54.99
2915,2023Q1,Africa,Ethiopia,43.65
2916,2023Q1,Africa,Gabon,63.269999999999996
2917,2023Q1,Africa,Gambia,44.64
2918,2023Q1,Africa,Ghana,54.99
2919,2023Q1,Africa,Guinea,42.93
2920,2023Q1,Africa,Guinea-Bissau,43.199999999999996
2921,2023Q1,Africa,Kenya,54.089999999999996
2922,2023Q1,Africa,Lesotho,47.43
2923,2023Q1,Africa,Liberia,43.199999999999996
2924,2023Q1,Africa,Libya,65.16
2925,2023Q1,Africa,Madagascar,47.52
2926,2023Q1,Africa,Malawi,43.47
2927,2023Q1,Africa,Mali,39.06
2928,2023Q1,Africa,Mauritania,49.14
2929,2023Q1,Africa,Mauritius,72.36
2930,2023Q1,Africa,Mayotte,0.0
2931,2023Q1,Africa,Morocco,61.74
2932,2023Q1,Africa,Mozambique,41.04
2933,2023Q1,Africa,Namibia,58.14
2934,2023Q1,Africa,Niger,35.46
2935,2023Q1,Africa,Nigeria,48.510000000000005
2936,2023Q1,Africa,Reunion,0.0
2937,2023Q1,Africa,Rwanda,48.870000000000005
2938,2023Q1,Africa,Saint Helena,0.0
2939,2023Q1,Africa,Sao Tome and Principe,56.25
2940,2023Q1,Africa,Senegal,46.08
2941,2023Q1,Africa,Seychelles,71.64
2942,2023Q1,Africa,Sierra Leone,40.68
2943,2023Q1,Africa,Somalia,0.0
2944,2023Q1,Africa,South Africa,63.809999999999995
2945,2023Q1,Africa,South Sudan,38.97
2946,2023Q1,Africa,Sudan,45.9
2947,2023Q1,Africa,Tanzania,47.61
2948,2023Q1,Africa,Togo,46.35
2949,2023Q1,Africa,Tunisia,66.6
2950,2023Q1,Africa,Uganda,48.96
2951,2023Q1,Africa,Zambia,52.559999999999995
2952,2023Q1,Africa,Zimbabwe,51.38999999999999
2953,2023Q1,Asia,Afghanistan,45.99
2954,2023Q1,Asia,Armenia,69.84
2955,2023Q1,Asia,Azerbaijan,68.04
2956,2023Q1,Asia,Bahrain,76.67999999999999
2957,2023Q1,Asia,Bangladesh,56.88
2958,2023Q1,Asia,Bhutan,58.86
2959,2023Q1,Asia,Brunei,75.42
2960,2023Q1,Asia,Cambodia,53.46
2961,2023Q1,Asia,China,68.49
2962,2023Q1,Asia,Georgia,73.08
2963,2023Q1,Asia,Hong Kong,85.41
2964,2023Q1,Asia,India,58.050000000000004
2965,2023Q1,Asia,Indonesia,64.62
2966,2023Q1,Asia,Iran,70.47
2967,2023Q1,Asia,Iraq,60.660000000000004
2968,2023Q1,Asia,Israel,82.71000000000001
2969,2023Q1,Asia,Japan,82.71000000000001
2970,2023Q1,Asia,Jordan,65.61
2971,2023Q1,Asia,Kazakhstan,74.25
2972,2023Q1,Asia,Kuwait,72.54
2973,2023Q1,Asia,Kyrgyzstan,62.73
2974,2023Q1,Asia,Laos,55.17
2975,2023Q1,Asia,Lebanon,66.96
2976,2023Q1,Asia,Macao,0.0
2977,2023Q1,Asia,Malaysia,72.9
2978,2023Q1,Asia,Maldives,66.6
2979,2023Q1,Asia,Mongolia,66.33
2980,2023Q1,Asia,Myanmar,52.47
2981,2023Q1,Asia,Nepal,54.18
2982,2023Q1,Asia,North Korea,0.0
2983,2023Q1,Asia,Oman,73.17
2984,2023Q1,Asia,Pakistan,50.13
2985,2023Q1,Asia,Palestine,63.72
2986,2023Q1,Asia,Philippines,64.62
2987,2023Q1,Asia,Qatar,76.32
2988,2023Q1,Asia,Saudi Arabia,76.86
2989,2023Q1,Asia,Singapore,84.42
2990,2023Q1,Asia,South Korea,82.44
2991,2023Q1,Asia,Sri Lanka,70.38
